fiscal_year,Customer,SubCustomer,CanadaSector,obligatedAmount,numberOfActions,NumberOfContracts
2011,Defense,Army,Land,381471333.9600,199,102
2011,Defense,DLA,C4ISR,8724780.9500,246,231
2011,Defense,DLA,Land,44708338.2600,717,673
2011,Defense,Navy,Air,30600412.9700,159,100
2011,Defense,Navy,Other Services,41177.4800,5,5
2011,Defense,Other DoD,Other Products,281715.6700,11,8
2011,Defense,Other DoD,Sea,4550.0000,4,2
2011,DHS,CBP,"Other Facilities, Construction, Manufacturing and Testing",642899.3000,9,6
2011,DHS,COAST GUARD,Air,2933996.8300,44,33
2011,DHS,FEMA,"Other Facilities, Construction, Manufacturing and Testing",55692.8400,6,6
2011,DHS,TSA,Other R&D and Knowledge Based,-3533.3700,NULL,1
2011,DHS,TSA,"Weapons, Ammunition and Missiles",6000.0000,2,2
2011,Energy,Energy,Other R&D and Knowledge Based,22154.3400,4,3
2011,GSA,GSA,"Other Facilities, Construction, Manufacturing and Testing",7581625.3500,1735,1746
2011,HHS,HHS,Other Services,190946.0000,6,6
2011,NASA,NASA,"Other Facilities, Construction, Manufacturing and Testing",902418.4000,37,27
2011,NASA,NASA,Other Services,0.0000,NULL,1
2011,Other Agencies,NULL,Other Products,15977909.1000,10001,12
2009,Other Agencies,Agriculture,Other Services,1917304.5800,24,21
2009,Other Agencies,Archives,Other Products,4200.0000,1,1
2009,Other Agencies,Commerce,"Other Facilities, Construction, Manufacturing and Testing",2235870.5800,70,61
2009,Other Agencies,EPA,"Other Facilities, Construction, Manufacturing and Testing",1356073.0000,26,21
2009,Other Agencies,FEDERAL TRADE COMMISSION,"Other Facilities, Construction, Manufacturing and Testing",217713.6200,24,24
2009,Other Agencies,Interior,Other Products,361397.0100,35,35
2009,Other Agencies,INTERNATIONAL TRADE COMMISSION,C4ISR,6650.0000,1,1
2009,Other Agencies,Justice,"Other Facilities, Construction, Manufacturing and Testing",11937531.2400,305,304
2009,Other Agencies,Justice,Other R&D and Knowledge Based,381296.2600,31,30
2009,Other Agencies,Justice,Other Services,16101285.5200,30,8
2009,Other Agencies,Labor,"Other Facilities, Construction, Manufacturing and Testing",16742.5500,6,6
2009,Other Agencies,Transportation,"Other Facilities, Construction, Manufacturing and Testing",249634.7500,10,9
2009,Other Agencies,Treasury,"Other Facilities, Construction, Manufacturing and Testing",1781667.9600,148,123
2009,Other Agencies,Treasury,Other R&D and Knowledge Based,192199.3500,14,10
2009,Other Agencies,Treasury,Other Services,120472.6100,7,6
2009,Other Agencies,VA,C4ISR,1067596.0900,37,36
2009,Other Agencies,VA,Land,10623.5000,1,1
2009,State and IAP,State,C4ISR,1147797.4300,46,39
2009,State and IAP,State,Land,2453076.4500,11,8
2009,State and IAP,State,Other Products,462392.6000,18,12
2010,Defense,DLA,Other Products,11585142.4200,361,355
2010,Defense,MDA,"Other Facilities, Construction, Manufacturing and Testing",17418.2400,4,1
2010,Defense,Navy,Other Services,990965.2200,7,8
2010,Defense,Other DoD,"Weapons, Ammunition and Missiles",342896.0700,5,4
2010,DHS,FEMA,Other R&D and Knowledge Based,1050.0000,1,1
2010,DHS,ICE,"Other Facilities, Construction, Manufacturing and Testing",221481.8100,4,4
2010,DHS,ICE,Other R&D and Knowledge Based,6265.0000,1,1
2010,Energy,Energy,"Other Facilities, Construction, Manufacturing and Testing",15096.9200,9,8
2010,Energy,Energy,Other R&D and Knowledge Based,62419.3000,12,7
2010,GSA,GSA,"Other Facilities, Construction, Manufacturing and Testing",9928579.5900,1875,1829
2010,HHS,HHS,Other Services,-1115279.4500,19,20
2010,Other Agencies,Agriculture,C4ISR,3753301.2100,83,79
2010,Other Agencies,Agriculture,Land,-40376.5300,3,3
2010,Other Agencies,Archives,"Other Facilities, Construction, Manufacturing and Testing",293981.2200,4,4
2010,Other Agencies,Commerce,Air,276392.9100,3,3
2010,Other Agencies,Education,Other R&D and Knowledge Based,13988062.4900,14,3
2010,Other Agencies,FEDERAL MARITIME COMMISSION,C4ISR,0.0000,2,1
2010,Other Agencies,Interior,"Other Facilities, Construction, Manufacturing and Testing",5492919.0400,217,192
2010,Other Agencies,Interior,Other R&D and Knowledge Based,4657278.1200,102,88
2010,Other Agencies,Interior,Other Services,134610.1600,11,11
2010,Other Agencies,NATIONAL LABOR RELATIONS BOARD,C4ISR,6481.9100,1,1
2009,Other Agencies,SMITHSONIAN INSTITUTION,Other R&D and Knowledge Based,140592.3400,9,8
2009,Other Agencies,Transportation,Other R&D and Knowledge Based,55291.0000,5,6
2009,Other Agencies,VA,"Weapons, Ammunition and Missiles",3203.7000,1,1
2010,Defense,Army,Other R&D and Knowledge Based,26978803.9000,56,46
2010,Defense,DLA,Other R&D and Knowledge Based,15482.7000,2,2
2010,Defense,Navy,"Weapons, Ammunition and Missiles",8307855.3800,32,23
2010,Defense,Other DoD,Land,172914.1600,3,3
2010,Defense,Other DoD,Other R&D and Knowledge Based,238284.7500,23,19
2010,DHS,COAST GUARD,NULL,198284.4100,27,23
2010,DHS,COAST GUARD,Air,8800099.4800,86,41
2010,DHS,COAST GUARD,Land,123507.4000,7,4
2010,GSA,GSA,Sea,0.0000,NULL,1
2010,NASA,NASA,Air,93210.0000,2,2
2010,Other Agencies,Archives,Other Products,19138.4000,1,1
2010,Other Agencies,Commerce,Other Products,36094.9400,7,5
2010,Other Agencies,Commerce,Sea,1901581.4900,20,18
2010,Other Agencies,EPA,Other Products,4520.0000,2,2
2010,Other Agencies,FEDERAL TRADE COMMISSION,"Other Facilities, Construction, Manufacturing and Testing",230432.7300,19,19
2010,Other Agencies,Interior,Air,142162.4000,8,6
2010,Other Agencies,Justice,Other Services,16717312.8900,18,4
2010,Other Agencies,NATIONAL SCIENCE FOUNDATION,"Other Facilities, Construction, Manufacturing and Testing",49289.3300,2,2
2010,Other Agencies,NUCLEAR REGULATORY COMMISSION,Other R&D and Knowledge Based,220057.8400,9,6
2010,Other Agencies,SMITHSONIAN INSTITUTION,Other R&D and Knowledge Based,212819.7500,8,7
2010,Other Agencies,Transportation,Other R&D and Knowledge Based,346075.0700,5,6
2010,Other Agencies,Transportation,Other Services,90015.0000,2,2
2010,Other Agencies,Treasury,Other Products,2322784.4200,37,32
2010,Other Agencies,VA,"Other Facilities, Construction, Manufacturing and Testing",5215910.9000,1821,292
2010,State and IAP,State,Other R&D and Knowledge Based,2832847.0700,64,56
2011,Defense,Air Force,C4ISR,23681752.9200,103,89
2011,Defense,Navy,"Weapons, Ammunition and Missiles",915106.2200,20,21
2011,Defense,Other DoD,Land,-19161.4800,4,4
2011,DHS,COAST GUARD,NULL,7767.5700,2,2
2011,DHS,COAST GUARD,Other Products,263738.7700,28,22
2011,DHS,OPO,C4ISR,60885.6500,2,2
2011,DHS,Other DHS,C4ISR,198556.1200,19,14
2011,DHS,Other DHS,"Other Facilities, Construction, Manufacturing and Testing",442113.7500,11,11
2011,GSA,GSA,Sea,0.0000,NULL,1
2011,HHS,HHS,"Weapons, Ammunition and Missiles",12274.6000,1,1
2011,NASA,NASA,C4ISR,15937001.1200,66,27
2011,NASA,NASA,Space,107925.3400,5,5
2011,Other Agencies,Archives,Other Products,16055.2000,2,2
2011,Other Agencies,FEDERAL TRADE COMMISSION,"Other Facilities, Construction, Manufacturing and Testing",3055.9200,7,6
2011,Other Agencies,Interior,Other Products,1330012.1200,29,21
2011,Other Agencies,Justice,C4ISR,3319765.4400,86,84
2011,Other Agencies,Justice,Other Services,21099517.7600,13,3
2011,Other Agencies,SMALL BUSINESS ADMINISTRATION,C4ISR,3552.2000,1,1
2009,State and IAP,State,Other Services,1878102.4700,19,17
2010,Defense,Army,Other Products,49185971.3200,144,110
2010,Defense,Navy,"Other Facilities, Construction, Manufacturing and Testing",6092017.6200,196,154
2010,Defense,Navy,Space,15100.0000,1,1
2010,DHS,CBP,Other Products,13814.0000,1,1
2010,DHS,COAST GUARD,Other Products,1063578.8100,83,71
2010,DHS,ICE,C4ISR,306695.6600,15,15
2010,DHS,OPO,C4ISR,-2124.1400,5,5
2010,DHS,OPO,"Other Facilities, Construction, Manufacturing and Testing",11194.8000,2,1
2010,DHS,Other DHS,C4ISR,91220.8500,5,5
2010,DHS,TSA,"Weapons, Ammunition and Missiles",256438.6000,3,3
2010,GSA,GSA,"Weapons, Ammunition and Missiles",8990.4000,2,3
2010,HHS,HHS,"Other Facilities, Construction, Manufacturing and Testing",1055616.9400,68,63
2010,NASA,NASA,C4ISR,24621305.0700,54,25
2010,NASA,NASA,"Other Facilities, Construction, Manufacturing and Testing",594229.9200,35,33
2010,NASA,NASA,Space,100000.0000,5,1
2010,NASA,NASA,"Weapons, Ammunition and Missiles",4055.0000,1,1
2010,Other Agencies,NULL,"Other Facilities, Construction, Manufacturing and Testing",115803.4800,89,85
2010,Other Agencies,Agriculture,Other R&D and Knowledge Based,6171200.5200,32,31
2010,Other Agencies,Commerce,NULL,64124.5200,8,7
2010,Other Agencies,ELECTION ASSISTANCE COMMISSION,C4ISR,3989.0400,1,1
2010,Other Agencies,Exec Office,"Other Facilities, Construction, Manufacturing and Testing",16061.8600,2,2
2010,Other Agencies,HUD,"Other Facilities, Construction, Manufacturing and Testing",-27273.0000,6,4
2010,Other Agencies,Interior,Sea,549429.0000,10,3
2010,Other Agencies,Justice,C4ISR,16461020.2700,106,102
2010,Other Agencies,NATIONAL SCIENCE FOUNDATION,C4ISR,9068.0600,1,1
2010,Other Agencies,SECURITIES AND EXCHANGE COMMISSION,"Other Facilities, Construction, Manufacturing and Testing",0.0000,NULL,1
2010,Other Agencies,SMITHSONIAN INSTITUTION,NULL,24580.7500,3,3
2010,Other Agencies,SMITHSONIAN INSTITUTION,Other Products,15529.6400,1,1
2010,Other Agencies,Treasury,NULL,33412.7100,4,3
2010,Other Agencies,Treasury,Land,5346.3000,1,1
2010,State and IAP,State,Other Services,595827.1800,61,45
2011,Defense,Air Force,Other Services,149000.0000,3,2
2011,Defense,Army,Other R&D and Knowledge Based,15313087.6300,49,37
2011,Defense,DLA,Other R&D and Knowledge Based,6334.0000,1,1
2011,Defense,Navy,"Other Facilities, Construction, Manufacturing and Testing",6550760.5400,172,144
2011,Defense,Navy,Sea,5414647.5100,86,57
2011,Defense,Other DoD,Other R&D and Knowledge Based,644164.8300,24,13
2011,DHS,CBP,Other Products,14271.2000,1,1
2011,DHS,CBP,Other R&D and Knowledge Based,3500.0000,1,1
2011,DHS,COAST GUARD,Land,235618.4000,6,6
2011,DHS,COAST GUARD,Other R&D and Knowledge Based,363279.8500,13,12
2011,DHS,ICE,C4ISR,48963.1400,9,8
2011,DHS,ICE,"Weapons, Ammunition and Missiles",0.0000,3,3
2011,DHS,OPO,"Other Facilities, Construction, Manufacturing and Testing",0.0000,1,1
2011,DHS,Other DHS,"Weapons, Ammunition and Missiles",198644.0000,3,3
2010,Other Agencies,SMITHSONIAN INSTITUTION,C4ISR,638384.3500,13,11
2010,Other Agencies,SMITHSONIAN INSTITUTION,"Other Facilities, Construction, Manufacturing and Testing",307110.2000,6,5
2010,Other Agencies,SMITHSONIAN INSTITUTION,Other Services,6903.7800,2,2
2010,Other Agencies,Transportation,Other Products,16371.0000,3,2
2010,Other Agencies,Transportation,Sea,895049.3100,11,7
2010,State and IAP,State,Air,1112029.9400,4,4
2010,State and IAP,State,Other Products,475758.8100,41,38
2010,State and IAP,State,Sea,46897.0400,3,2
2011,Defense,Air Force,Land,90901.8300,13,9
2011,Defense,Army,"Other Facilities, Construction, Manufacturing and Testing",30692692.1900,535,192
2011,Defense,Army,Sea,2174480.8100,6,4
2011,Defense,DLA,"Other Facilities, Construction, Manufacturing and Testing",10388664.3100,206,206
2011,Defense,DLA,Sea,1618317.8800,61,55
2011,Defense,Other DoD,Air,120852325.0900,74,73
2011,Defense,Other DoD,C4ISR,1911688.1800,65,58
2011,DHS,CBP,C4ISR,220397.8700,17,11
2011,DHS,CBP,Other Services,14766.3700,2,1
2011,DHS,Other DHS,Other Products,981626.8800,1,1
2011,GSA,GSA,Other R&D and Knowledge Based,68950.0000,6,6
2011,NASA,NASA,Other R&D and Knowledge Based,45152.8000,4,3
2011,Other Agencies,Archives,C4ISR,51213.9300,2,2
2011,Other Agencies,BROADCASTING BOARD OF GOVERNORS,Other R&D and Knowledge Based,144123.9500,83,72
2011,Other Agencies,Commerce,"Other Facilities, Construction, Manufacturing and Testing",2831790.2800,97,82
2011,Other Agencies,Commerce,Other Services,1724002.0000,12,8
2011,Other Agencies,Education,"Other Facilities, Construction, Manufacturing and Testing",60565.3800,1,1
2011,Other Agencies,Justice,Land,369571.0000,4,5
2011,Other Agencies,Labor,Other R&D and Knowledge Based,2750996.0000,9,5
2011,Other Agencies,MERIT SYSTEMS PROTECTION BOARD,C4ISR,23627.3100,1,1
2011,Other Agencies,MERIT SYSTEMS PROTECTION BOARD,"Other Facilities, Construction, Manufacturing and Testing",10786.6100,3,2
2011,Other Agencies,NATIONAL SCIENCE FOUNDATION,Other R&D and Knowledge Based,-5959.6000,1,1
2011,Other Agencies,NUCLEAR REGULATORY COMMISSION,"Other Facilities, Construction, Manufacturing and Testing",10000.0000,2,1
2011,Other Agencies,OFFICE OF PERSONNEL MANAGEMENT,"Other Facilities, Construction, Manufacturing and Testing",129581.8300,1,1
2011,Other Agencies,Treasury,C4ISR,1628592.3200,29,25
2011,State and IAP,MILLENNIUM CHALLENGE CORPORATION,Other R&D and Knowledge Based,16797.4300,3,2
2011,State and IAP,State,NULL,24820.7800,1,1
2012,Defense,Air Force,Air,64044914.7400,136,94
2012,Defense,Air Force,Other Products,146657.3900,6,6
2012,Defense,Army,Air,8026056.9600,68,33
2012,Defense,DLA,Air,39815504.0900,441,379
2012,Defense,MilitaryHealth,Other R&D and Knowledge Based,3234.1700,1,1
2012,Defense,Other DoD,"Weapons, Ammunition and Missiles",-25753.8500,1,1
2012,DHS,COAST GUARD,C4ISR,1578938.0300,28,28
2012,DHS,COAST GUARD,"Other Facilities, Construction, Manufacturing and Testing",1636814.7400,43,37
2011,Other Agencies,Agriculture,Other Products,570785.0700,30,31
2011,Other Agencies,All other Customers,"Other Facilities, Construction, Manufacturing and Testing",282224.5200,27,19
2011,Other Agencies,Archives,"Other Facilities, Construction, Manufacturing and Testing",47619.0000,1,1
2011,Other Agencies,Commerce,Land,11705.0000,1,1
2011,Other Agencies,COMMODITY FUTURES TRADING COMMISSION,"Other Facilities, Construction, Manufacturing and Testing",18730.0000,1,1
2011,Other Agencies,Education,Other R&D and Knowledge Based,1902879.4600,13,3
2011,Other Agencies,EQUAL EMPLOYMENT OPPORTUNITY COMMISSION,C4ISR,66271.6700,3,1
2011,Other Agencies,Interior,Other R&D and Knowledge Based,3780081.1100,117,96
2011,Other Agencies,Interior,"Weapons, Ammunition and Missiles",641.7900,1,1
2011,Other Agencies,NATIONAL GALLERY OF ART,Other R&D and Knowledge Based,39522.1900,4,1
2011,Other Agencies,NATIONAL TRANSPORTATION SAFETY BOARD,C4ISR,16000.0000,1,1
2011,Other Agencies,NUCLEAR REGULATORY COMMISSION,C4ISR,720870.0100,9,5
2011,Other Agencies,SMALL BUSINESS ADMINISTRATION,Other R&D and Knowledge Based,21068.0000,1,1
2011,Other Agencies,VA,Other R&D and Knowledge Based,101529.8700,16,14
2011,State and IAP,MILLENNIUM CHALLENGE CORPORATION,"Other Facilities, Construction, Manufacturing and Testing",6970870.2200,23,10
2011,State and IAP,State,"Other Facilities, Construction, Manufacturing and Testing",11499497.9500,302,248
2012,Defense,Air Force,Space,56000.0000,1,1
2012,Defense,Army,"Weapons, Ammunition and Missiles",102765379.7700,106,71
2012,Defense,DLA,"Weapons, Ammunition and Missiles",4830372.1300,30,28
2012,Defense,MilitaryHealth,"Other Facilities, Construction, Manufacturing and Testing",0.0000,NULL,1
2012,Defense,Navy,Land,129272206.9700,81,24
2012,Defense,Other DoD,"Other Facilities, Construction, Manufacturing and Testing",91611.3200,11,10
2012,DHS,CBP,Air,42590.0000,1,1
2012,DHS,COAST GUARD,Sea,8216453.0300,64,56
2012,DHS,FEMA,C4ISR,0.0000,1,1
2012,DHS,TSA,C4ISR,209233.4700,2,2
2012,DHS,TSA,Other Products,0.0000,1,2
2012,GSA,GSA,C4ISR,220823.7400,3,35
2012,GSA,GSA,Other Products,544705.3400,61,46
2012,NASA,NASA,C4ISR,5485207.7600,46,28
2012,NASA,NASA,Space,55453.6200,4,4
2012,Other Agencies,Agriculture,Other R&D and Knowledge Based,1014942.3700,33,30
2012,Other Agencies,Agriculture,Other Services,209428.4800,11,12
2012,Other Agencies,All other Customers,C4ISR,98311.2700,6,6
2012,Other Agencies,BROADCASTING BOARD OF GOVERNORS,C4ISR,28229.8400,6,5
2012,Other Agencies,COURT SERVICES AND OFFENDER SUPERVISION AGENCY,Other R&D and Knowledge Based,26307.0000,1,1
2012,Other Agencies,SMITHSONIAN INSTITUTION,Other Services,5000.0000,1,1
2012,Other Agencies,Transportation,Other R&D and Knowledge Based,1498344.7000,18,16
2012,Other Agencies,VA,Other Products,10995978.2100,37996,144
2012,State and IAP,State,Air,250000.0000,1,2
2012,State and IAP,State,C4ISR,3659123.1700,102,79
2012,State and IAP,State,Land,353496.6400,6,6
2013,Defense,Air Force,"Other Facilities, Construction, Manufacturing and Testing",1524460.4515,45,38
2011,Other Agencies,FEDERAL TRADE COMMISSION,C4ISR,7000.0000,1,1
2011,Other Agencies,INTERNATIONAL TRADE COMMISSION,C4ISR,-6650.0000,1,1
2011,Other Agencies,Justice,"Other Facilities, Construction, Manufacturing and Testing",28695713.3800,360,353
2011,Other Agencies,Justice,Other R&D and Knowledge Based,399486.4300,13,12
2011,Other Agencies,Labor,"Other Facilities, Construction, Manufacturing and Testing",54432.0300,4,4
2011,Other Agencies,Transportation,"Other Facilities, Construction, Manufacturing and Testing",29048.2600,5,3
2011,Other Agencies,Treasury,"Other Facilities, Construction, Manufacturing and Testing",1746719.1100,76,64
2011,Other Agencies,Treasury,Other R&D and Knowledge Based,185314.5200,15,10
2011,Other Agencies,VA,C4ISR,1525645.0300,32,25
2011,Other Agencies,VA,Land,8467.4000,2,2
2011,State and IAP,State,C4ISR,1424103.8100,64,53
2011,State and IAP,State,Land,162754.1700,13,11
2011,State and IAP,State,Space,34359.7800,4,4
2012,Defense,Air Force,"Weapons, Ammunition and Missiles",91976.0000,1,1
2012,Defense,Army,Other Products,3564018.9600,58,46
2012,Defense,DLA,Other Products,24005590.9400,606,590
2012,Defense,MDA,"Other Facilities, Construction, Manufacturing and Testing",-251.0000,2,2
2012,Defense,Navy,Other R&D and Knowledge Based,2783059.7200,49,34
2012,Defense,Navy,Other Services,164415.0000,12,7
2012,DHS,FEMA,"Other Facilities, Construction, Manufacturing and Testing",21267.4900,3,3
2012,Energy,Energy,"Other Facilities, Construction, Manufacturing and Testing",292837.2500,9,8
2012,Energy,Energy,Other R&D and Knowledge Based,41695.0000,5,4
2012,GSA,GSA,"Other Facilities, Construction, Manufacturing and Testing",6256754.5300,1420,1449
2012,GSA,GSA,"Weapons, Ammunition and Missiles",0.0000,NULL,1
2012,HHS,HHS,"Other Facilities, Construction, Manufacturing and Testing",1376164.6400,63,61
2012,HHS,HHS,Other R&D and Knowledge Based,4351685.0200,43,43
2012,HHS,HHS,Other Services,10630983.0800,19,16
2012,NASA,NASA,"Other Facilities, Construction, Manufacturing and Testing",788897.7600,35,28
2012,Other Agencies,Agriculture,C4ISR,2423173.9500,67,63
2012,Other Agencies,Agriculture,Land,48596.0300,2,2
2012,Other Agencies,All other Customers,Other R&D and Knowledge Based,2862.0000,2,2
2012,Other Agencies,Archives,"Other Facilities, Construction, Manufacturing and Testing",31198.4100,3,3
2012,Other Agencies,BROADCASTING BOARD OF GOVERNORS,Other R&D and Knowledge Based,27038.8500,70,51
2012,Other Agencies,Commerce,Air,321209.5300,5,3
2012,Other Agencies,COMMODITY FUTURES TRADING COMMISSION,C4ISR,13000.0000,1,1
2012,Other Agencies,Education,Other R&D and Knowledge Based,1847537.0800,5,3
2012,Other Agencies,EQUAL EMPLOYMENT OPPORTUNITY COMMISSION,C4ISR,106028.7800,3,2
2012,Other Agencies,Exec Office,C4ISR,7942.3800,1,1
2012,Other Agencies,Interior,"Other Facilities, Construction, Manufacturing and Testing",6264840.0000,170,131
2012,Other Agencies,Interior,Other R&D and Knowledge Based,4550136.8000,117,94
2012,Other Agencies,Interior,Sea,85364.7900,10,9
2011,HHS,HHS,"Other Facilities, Construction, Manufacturing and Testing",1327273.5300,84,81
2011,NASA,NASA,Air,17815.0000,5,5
2011,Other Agencies,Commerce,NULL,56258.5200,4,4
2011,Other Agencies,Commerce,Other Products,154866.6200,9,7
2011,Other Agencies,Commerce,Sea,2370181.2400,18,17
2011,Other Agencies,COMMODITY FUTURES TRADING COMMISSION,C4ISR,15030.0000,1,1
2011,Other Agencies,EPA,Sea,6900.0000,2,1
2011,Other Agencies,Interior,NULL,-1617.0000,2,1
2011,Other Agencies,Interior,Air,47314.0400,5,4
